arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
28.0,4.073,262144,2411689.5340692177
28.0,4.639,32768,791748.3734691219
28.0,5.649,4096,1168885.35966963
28.0,7.918,512,4255916.012957728
28.0,16.772,64,10381745.158358203
