arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
32.0,4.073,262144,14484755.736235492
32.0,4.639,32768,535941.3516066846
32.0,5.649,4096,167476.04032517606
32.0,7.918,512,92259.34291441708
32.0,16.772,64,178178.82468183473
