arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,2527025.264398241
38.0,4.639,32768,313530.86248087283
38.0,5.649,4096,111570.31411177438
38.0,7.918,512,25507.681686111733
38.0,16.772,64,18076.56422000597
