arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
24.0,4.073,262144,580542.2322062367
24.0,4.639,32768,1337638.278848957
24.0,5.649,4096,2769225.7145752856
24.0,7.918,512,7352644.659632138
24.0,16.772,64,16004187.821557425
