arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,982020.3696034008
34.0,4.639,32768,660520.2885347278
34.0,5.649,4096,83072.253526674
34.0,7.918,512,63362.58916742592
34.0,16.772,64,52951.18324456971
