arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
26.0,4.073,262144,1083710.1926816043
26.0,4.639,32768,839158.607394931
26.0,5.649,4096,2326790.1890875334
26.0,7.918,512,5025866.648751039
26.0,16.772,64,13169786.025440162
