arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
20.0,4.073,262144,2073172.1179718773
20.0,4.639,32768,2967305.2699676855
20.0,5.649,4096,4946405.802964916
20.0,7.918,512,9884613.810996512
20.0,16.772,64,20798405.10751363
