arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
22.0,4.073,262144,1243247.9737264807
22.0,4.639,32768,2393520.0935110194
22.0,5.649,4096,3498766.791543272
22.0,7.918,512,8177384.957414992
22.0,16.772,64,18412975.248226047
