arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
32.0,4.073,262144,593723.7524514241
32.0,4.639,32768,513845.5228626596
32.0,5.649,4096,326559.4339136446
32.0,7.918,512,177243.2081463208
32.0,16.772,64,254863.82229143468
