arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
36.0,4.073,262144,586683.5286864631
36.0,4.639,32768,546566.0620656939
36.0,5.649,4096,146811.97025106638
36.0,7.918,512,52642.39054222367
36.0,16.772,64,34953.674756740525
