arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
30.0,4.073,262144,410338.9891699301
30.0,4.639,32768,817024.1818245039
30.0,5.649,4096,746710.1488877729
30.0,7.918,512,1482330.7836920207
30.0,16.772,64,2102391.3610481755
