arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
32.0,4.073,262144,1593519.0577689996
32.0,4.639,32768,760621.2830042294
32.0,5.649,4096,115460.67537477857
32.0,7.918,512,214425.80982008672
32.0,16.772,64,208632.07353137244
