arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
26.0,4.073,262144,1300329.9950470265
26.0,4.639,32768,1639931.536208143
26.0,5.649,4096,2383486.236342681
26.0,7.918,512,5102282.201811068
26.0,16.772,64,13292917.936523793
