arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
38.0,4.073,262144,956834.0223466137
38.0,4.639,32768,342947.769762394
38.0,5.649,4096,95155.4877450586
38.0,7.918,512,39174.517750701154
38.0,16.772,64,23963.355921072492
