arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
38.0,4.073,262144,1430508.5819232264
38.0,4.639,32768,314344.11935170664
38.0,5.649,4096,104191.28222648957
38.0,7.918,512,34922.85480884975
38.0,16.772,64,22045.45200262403
