arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
24.0,4.073,262144,570921.9705511428
24.0,4.639,32768,1731296.4795089257
24.0,5.649,4096,3389304.3452786887
24.0,7.918,512,6868571.843763593
24.0,16.772,64,15414795.434012642
