arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
24.0,4.073,262144,455253.1437409301
24.0,4.639,32768,1690544.3540830272
24.0,5.649,4096,3053544.080774666
24.0,7.918,512,6951945.632186575
24.0,16.772,64,15970788.14625465
