arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
32.0,4.073,262144,695605.5195712581
32.0,4.639,32768,696192.4439923202
32.0,5.649,4096,151086.57517794226
32.0,7.918,512,253106.69521962473
32.0,16.772,64,335073.13687611546
