arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,373805.86369665206
40.0,4.639,32768,316907.8652053306
40.0,5.649,4096,88293.92184629699
40.0,7.918,512,19534.736803960273
40.0,16.772,64,13624.241226578455
