arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,383469.17177525494
32.0,4.639,32768,72101.98679648155
32.0,5.649,4096,108792.51386929158
32.0,7.918,512,187292.45219976164
32.0,16.772,64,85487.91114537774
