arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
24.0,4.073,262144,1527978.907300752
24.0,4.639,32768,1349467.774404413
24.0,5.649,4096,2706730.831638972
24.0,7.918,512,6746527.476076859
24.0,16.772,64,16044899.21814397
