arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,549130.9135005969
40.0,4.639,32768,143753.33039968152
40.0,5.649,4096,53173.01945535913
40.0,7.918,512,23858.457326491167
40.0,16.772,64,14229.68952577673
