arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
22.0,4.073,262144,1830492.4445315255
22.0,4.639,32768,1553551.7467580538
22.0,5.649,4096,3937160.1137347715
22.0,7.918,512,8510250.001167122
22.0,16.772,64,18290645.731788065
