arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,460775.37187874963
40.0,4.639,32768,373820.0872986897
40.0,5.649,4096,71078.39967950882
40.0,7.918,512,20753.82340678459
40.0,16.772,64,13759.876961659214
