arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,112987.98704287107
28.0,4.639,32768,311942.45339325006
28.0,5.649,4096,369974.9261085135
28.0,7.918,512,1203400.8722823828
28.0,16.772,64,3326978.343580403
