arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,14514598.647094173
26.0,4.639,32768,442138.9238101527
26.0,5.649,4096,676135.141757918
26.0,7.918,512,2057255.9861803781
26.0,16.772,64,4509558.305613755
