arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
34.0,4.073,262144,532532.8363997848
34.0,4.639,32768,859923.5039647422
34.0,5.649,4096,174954.12443837957
34.0,7.918,512,77249.94618768353
34.0,16.772,64,51606.75368592758
