arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,1768825.9129578015
32.0,4.639,32768,656491.0042011238
32.0,5.649,4096,131585.56190935234
32.0,7.918,512,159978.1538742087
32.0,16.772,64,54869.93939307752
