arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
36.0,4.073,262144,4854143.404601166
36.0,4.639,32768,287896.2957576912
36.0,5.649,4096,116026.41269555825
36.0,7.918,512,46079.342562584374
36.0,16.772,64,32262.561972044317
