arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
36.0,4.073,262144,1701972.2381322794
36.0,4.639,32768,735006.7796041068
36.0,5.649,4096,139541.92156122834
36.0,7.918,512,41853.18621084899
36.0,16.772,64,28801.089597444054
