arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,5014914.547885637
36.0,4.639,32768,375251.9562440681
36.0,5.649,4096,87050.66164596338
36.0,7.918,512,21369.015115348673
36.0,16.772,64,18426.891517562042
