arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
34.0,4.073,262144,756093.3752883965
34.0,4.639,32768,312632.7422615872
34.0,5.649,4096,93202.31003574964
34.0,7.918,512,52604.35816546002
34.0,16.772,64,45458.473698530615
