arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
22.0,4.073,262144,687031.1631338131
22.0,4.639,32768,1907942.5858465973
22.0,5.649,4096,3565927.246880676
22.0,7.918,512,8574555.513000892
22.0,16.772,64,18273227.578924913
