arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,339550.4251212182
24.0,4.639,32768,371923.7765550893
24.0,5.649,4096,1172052.4997439322
24.0,7.918,512,2541881.6135917897
24.0,16.772,64,5601086.010731401
