arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
26.0,4.073,262144,1254986.1916511273
26.0,4.639,32768,1204580.138141917
26.0,5.649,4096,1710704.2084545183
26.0,7.918,512,5398855.223507017
26.0,16.772,64,12201402.344711488
