arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,519526.51596622093
26.0,4.639,32768,281536.40147767746
26.0,5.649,4096,808888.3882755395
26.0,7.918,512,1615343.7655818034
26.0,16.772,64,4371865.781001974
