arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
38.0,4.073,262144,1656661.9519787373
38.0,4.639,32768,542546.7742987695
38.0,5.649,4096,93600.62034516652
38.0,7.918,512,33429.337250385324
38.0,16.772,64,23228.76178361645
