arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
36.0,4.073,262144,288308.4301299565
36.0,4.639,32768,472141.19344852766
36.0,5.649,4096,133146.89247218653
36.0,7.918,512,52105.54702716401
36.0,16.772,64,32911.442979608175
