arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,202958.6540234242
24.0,4.639,32768,475491.6798430862
24.0,5.649,4096,964632.5088897845
24.0,7.918,512,2567788.573675021
24.0,16.772,64,5416467.750767561
