arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
32.0,4.073,262144,641478.0318303971
32.0,4.639,32768,670120.9723900603
32.0,5.649,4096,197927.73299110966
32.0,7.918,512,120375.10832809248
32.0,16.772,64,364889.8540244713
