arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
32.0,4.073,262144,1580163.4921076996
32.0,4.639,32768,572400.1367540018
32.0,5.649,4096,190927.02501217579
32.0,7.918,512,137639.96689188792
32.0,16.772,64,262922.3113868429
