arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,266966.92554134864
38.0,4.639,32768,183658.48322361807
38.0,5.649,4096,74686.58587055643
38.0,7.918,512,30879.692355980493
38.0,16.772,64,16515.711640737736
