arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,763875.5490248395
20.0,4.639,32768,1066927.0820454415
20.0,5.649,4096,1605938.0886867961
20.0,7.918,512,3692069.0826466125
20.0,16.772,64,7283166.777063258
