arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
24.0,4.073,262144,854428.8937723256
24.0,4.639,32768,1600618.7968329624
24.0,5.649,4096,2832985.892666605
24.0,7.918,512,6935627.137607673
24.0,16.772,64,15968617.794012792
