arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,477356.35177925514
20.0,4.639,32768,712559.473852534
20.0,5.649,4096,1670225.2735245028
20.0,7.918,512,3512247.632647647
20.0,16.772,64,7176042.999129743
