arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
32.0,4.073,262144,847745.5877189807
32.0,4.639,32768,375501.48995443416
32.0,5.649,4096,191380.0247439633
32.0,7.918,512,217128.3378626567
32.0,16.772,64,189879.23218456513
