arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,125793.92007167914
40.0,4.639,32768,220516.1743455568
40.0,5.649,4096,71561.69268540257
40.0,7.918,512,20970.846191796838
40.0,16.772,64,12227.709883702672
