arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
38.0,4.073,262144,5739546.3870515935
38.0,4.639,32768,293084.0225617903
38.0,5.649,4096,105456.33493536555
38.0,7.918,512,31791.969567801236
38.0,16.772,64,23482.524544861015
