arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,3699435.189664498
32.0,4.639,32768,357900.77177200944
32.0,5.649,4096,92427.01385958545
32.0,7.918,512,77634.35626061441
32.0,16.772,64,81816.07107408666
