arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,154286.60299585314
36.0,4.639,32768,509781.0273038807
36.0,5.649,4096,80801.37854022047
36.0,7.918,512,22868.564012635336
36.0,16.772,64,21519.58229148512
