arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
26.0,4.073,262144,567447.4753816427
26.0,4.639,32768,1028157.1357934545
26.0,5.649,4096,2761654.204986026
26.0,7.918,512,5935045.705663352
26.0,16.772,64,13071088.805966472
