arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
40.0,4.073,262144,316966.87634987984
40.0,4.639,32768,346585.64663442137
40.0,5.649,4096,95608.90528083668
40.0,7.918,512,31473.18433206275
40.0,16.772,64,16821.974289601087
