arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
30.0,4.073,262144,3021575.4358251593
30.0,4.639,32768,1029730.0566910728
30.0,5.649,4096,220291.4750166243
30.0,7.918,512,1763839.660966098
30.0,16.772,64,3072802.182257426
