arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,2495724.8482240587
34.0,4.639,32768,223791.90548140922
34.0,5.649,4096,118327.32852135216
34.0,7.918,512,39272.19930179617
34.0,16.772,64,46599.46209989982
