arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
40.0,4.073,262144,283717.97531527677
40.0,4.639,32768,411105.4970345203
40.0,5.649,4096,94412.56904141525
40.0,7.918,512,29459.400723707873
40.0,16.772,64,18705.33536186935
