arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
38.0,4.073,262144,5100370.07364995
38.0,4.639,32768,787626.7717701069
38.0,5.649,4096,116616.40572406612
38.0,7.918,512,38265.578775186455
38.0,16.772,64,21353.708951842535
