arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
20.0,4.073,262144,1194039.1759243077
20.0,4.639,32768,2764151.0113564706
20.0,5.649,4096,5357329.453074171
20.0,7.918,512,9500962.67477612
20.0,16.772,64,21097139.563451014
