arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
22.0,4.073,262144,1348466.0142165245
22.0,4.639,32768,1509486.7762968312
22.0,5.649,4096,3688273.432569635
22.0,7.918,512,9017645.502633324
22.0,16.772,64,18197576.344403945
