arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,809634.2642959227
22.0,4.639,32768,783431.9988065333
22.0,5.649,4096,1322363.2390723813
22.0,7.918,512,2706071.6584142777
22.0,16.772,64,6608033.688960431
