arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
26.0,4.073,262144,12490841.14100964
26.0,4.639,32768,1069246.7745581467
26.0,5.649,4096,2413797.411161923
26.0,7.918,512,5700865.30787941
26.0,16.772,64,12814513.50699737
