arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
26.0,4.073,262144,1256030.4942006783
26.0,4.639,32768,1319660.6732857504
26.0,5.649,4096,2272749.339319231
26.0,7.918,512,5535203.081189976
26.0,16.772,64,13087723.435271202
