arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
32.0,4.073,262144,3691228.9424408507
32.0,4.639,32768,841174.1904908876
32.0,5.649,4096,189908.6184642498
32.0,7.918,512,117204.10929229402
32.0,16.772,64,310802.8438109922
