arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
40.0,4.073,262144,992359.2038616864
40.0,4.639,32768,511992.2657872871
40.0,5.649,4096,86848.15280706895
40.0,7.918,512,29303.74685940349
40.0,16.772,64,16524.101881796785
