arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
20.0,4.073,262144,1654263.7761717446
20.0,4.639,32768,2884576.3344666404
20.0,5.649,4096,5062433.420088505
20.0,7.918,512,9514589.348087126
20.0,16.772,64,20442634.478153348
